binominal,root_order,RD,SRL,references,genus,species,family,order
Pinus pinea,,-1.1525670162660357,2.9320806795136076,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Pinus,pinea,Pinaceae,Pinales
Pinus pungens,,-0.7339691750802004,3.4468078929142076,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.']
Length: 1, dtype: str",Pinus,pungens,Pinaceae,Pinales
Pinus taeda,,-0.3339036546541068,3.068401711513366,"<ArrowStringArray>
['Beidler KV, Taylor BN, Strand AE, Cooper ER, Schonholz M, Pritchard SG. 2015. Changes in root architecture under elevated concentrations of CO2 and nitrogen reflect alternate soil exploration strategies. New Phytologist 205: 1153-1163.']
Length: 1, dtype: str",Pinus,taeda,Pinaceae,Pinales
Pistacia lentiscus,,-0.8466947089862523,2.4433962786339625,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Pistacia,lentiscus,Anacardiaceae,Sapindales
Pistacia terebinthus,,-0.7980633505095052,2.158969708422966,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Pistacia,terebinthus,Anacardiaceae,Sapindales
Pittosporum eugenioides,,-0.8771768620352551,3.90262338923604,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Pittosporum,eugenioides,Pittosporaceae,Apiales
Pittosporum tenuifolium,,-0.8525449355741938,3.935679341115721,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Pittosporum,tenuifolium,Pittosporaceae,Apiales
Plagianthus regius,,-0.8291578344906496,4.06592529618082,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Plagianthus,regius,Malvaceae,Malvales
Plantago lanceolata,,-1.6252427086668626,5.880221476480564,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090', 'Comas - Pasture species']
Length: 2, dtype: str",Plantago,lanceolata,Plantaginaceae,Lamiales
Plantago patagonica,,-1.7531158475600377,5.146203713904753,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Plantago,patagonica,Plantaginaceae,Lamiales
Plantago varia,,-0.5996568374726066,3.224857896545748,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Plantago,varia,Plantaginaceae,Lamiales
Platypodium elegans,,-0.13361083520857264,1.8629676225874312,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Platypodium,elegans,Fabaceae,Fabales
Poa cusickii,,-1.7814131771739108,4.899614377441543,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Poa,cusickii,Poaceae,Poales
Poa glauca,,-1.0498221244986778,-0.09018732406558425,"<ArrowStringArray>
['Hong J, Ma X, Yan Y, Zhang X, Wang X. 2017. Which root traits determine nitrogen uptake by alpine plant species on the Tibetan Plateau? Plant Soil, in press. ']
Length: 1, dtype: str",Poa,glauca,Poaceae,Poales
Poa labillardierei,,-1.3684544429915595,5.002603122398992,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Poa,labillardierei,Poaceae,Poales
Poa nemoralis,,-1.3862943611198906,5.1298987149230735,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Poa,nemoralis,Poaceae,Poales
Poa pratensis,,-1.5937614330490928,5.832412080274224,"<ArrowStringArray>
[                                   'Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                                                                                                                                                                 'Comas - Pasture species',
                                                                                            'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 4, dtype: str",Poa,pratensis,Poaceae,Poales
Poa trivialis,,-1.6820086052689358,6.071776449314649,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Poa,trivialis,Poaceae,Poales
Podocarpus cunninghamii,,-0.13666009142607263,2.1514330926453265,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Podocarpus,cunninghamii,Podocarpaceae,Pinales
Podocarpus gibbsii,,-0.4652151125139384,2.689342973636514,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Podocarpus,gibbsii,Podocarpaceae,Pinales
Podocarpus totara,,-0.13137860948506097,2.3990297137002687,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Podocarpus,totara,Podocarpaceae,Pinales
Podophyllum peltatum,,-0.17559224945598745,2.8144171099764566,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Podophyllum,peltatum,Berberidaceae,Ranunculales
Polystichum chilense,,-1.2039728043259361,3.7773481021015445,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Polystichum,chilense,Dryopteridaceae,Polypodiales
Populus alba,,-0.6362943689671625,2.228302173091705,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Populus,alba,Salicaceae,Malpighiales
Populus grandidentata,,-0.6463017633284405,3.7898378154128265,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.', 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 2, dtype: str",Populus,grandidentata,Salicaceae,Malpighiales
Potentilla acaulis,,-1.4271163556401458,4.434559785122148,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Potentilla,acaulis,Rosaceae,Rosales
Potentilla arguta,,-1.0319354308715785,3.876772620209502,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Potentilla,arguta,Rosaceae,Rosales
Potentilla neumanniana,,-0.9037745874519166,4.122104655280028,"<ArrowStringArray>
[                       'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 4, dtype: str",Potentilla,neumanniana,Rosaceae,Rosales
Potentilla tanacetifolia,,-1.3862943611198906,4.235771783916321,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Potentilla,tanacetifolia,Rosaceae,Rosales
Prionostemma aspera,,-0.36564172851786464,2.5234223284853243,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Prionostemma,aspera,Celastraceae,Celastrales
Prumnopitys ferruginea,,-0.12335913013844098,1.9429713186126407,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Prumnopitys,ferruginea,Podocarpaceae,Pinales
Prumnopitys taxifolia,,-0.28741544133435,2.3979538000726293,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Prumnopitys,taxifolia,Podocarpaceae,Pinales
Prunella vulgaris,,-1.4656262104020212,5.566303758415884,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.', 'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 2, dtype: str",Prunella,vulgaris,Lamiaceae,Lamiales
Prunus serotina,,-0.4574632348724531,3.0232165875237538,"<ArrowStringArray>
[                                                                                                                                                   'Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.',
                                                     'Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.',
 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 3, dtype: str",Prunus,serotina,Rosaceae,Rosales
Prunus virginiana,,-1.0328245481301066,3.979612123671706,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Prunus,virginiana,Rosaceae,Rosales
Pseudopanax crassifolius,,-0.4002910168344353,3.1820720849325004,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Pseudopanax,crassifolius,Araliaceae,Apiales
