original_reference,original_ref_checked,non_original_reference,habitat_naturality,biome,species,mycorrhiza type,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,consensus_mycorrhizal_state
"Adjoud, D., Plenchette, C., Halli-Hargas, R., & Lapeyrie, F. (1996). Response of 11 eucalyptus species to inoculation with three arbuscular mycorrhizal fungi. Mycorrhiza, 6(2), 129-135.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Eucalyptus urophylla,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (this genus is EcM-AM),Mark Brundrett,misleading report from EcM perspective,,,,EcM-AM
"Bakarr, M. I., & Janos, D. P. (1996). Mycorrhizal associations of tropical legume trees in Sierra Leone, West Africa. Forest Ecology and Management, 89(1-3), 89-92.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia auriculiformis,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),,,,,,EcM-AM
"Bakarr, M. I., & Janos, D. P. (1996). Mycorrhizal associations of tropical legume trees in Sierra Leone, West Africa. Forest Ecology and Management, 89(1-3), 89-92.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia mangium,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),,,,,,EcM-AM
"Baum, C., & Makeschin, F. (2000). Effects of nitrogen and phosphorus fertilization on mycorrhizal formation of two poplar clones (Populus trichocarpa and P. tremula x tremuloides). Journal of Plant Nutrition and Soil Science, 163(5), 491-497.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Populus tremuloides,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Baum, C., & Makeschin, F. (2000). Effects of nitrogen and phosphorus fertilization on mycorrhizal formation of two poplar clones (Populus trichocarpa and P. tremula x tremuloides). Journal of Plant Nutrition and Soil Science, 163(5), 491-497.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Populus trichocarpa,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Constable, J. V., Bassirirad, H., Lussenhop, J., & Zerihun, A. (2001). Influence of elevated CO2 and mycorrhizae on nitrogen acquisition: contrasting responses in Pinus taeda and Liquidambar styraciflua. Tree Physiology, 21(2-3), 83-91.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Liquidambar styraciflua,AM; others not addressed,,,,,,,,,AM
"Cripps, C., & Miller Jr, O. K. (1993). Ectomycorrhizal fungi associated with aspen on three sites in the north-central Rocky Mountains. Canadian Journal of Botany, 71(11), 1414-1420.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Populus tremuloides,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Duponnois, R., Founoune, H., & Lesueur, D. (2002). Influence of the controlled dual ectomycorrhizal and rhizobal symbiosis on the growth of Acacia mangium provenances, the indigenous symbiotic microflora and the structure of plant parasitic nematode communities. Geoderma, 109(1), 85-102.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia mangium,EcM; others not addressed,,Leho Tedersoo,most species of Acacia s.str. are EcM-AM,Mark Brundrett,misleading report from AM perspective,Laura M. Suz,do not know,,EcM-AM
"Fontana, A. (1985). Vesicular‐arbuscular mycorrhizas of Ginkgo biloba  L. in natural and controlled conditions. New Phytologist, 99(3), 441-447.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Ginkgo biloba,AM; others not addressed,,,,,,,,,AM
"Founoune, H., Duponnois, R., & Bâ, A. M. (2002). Ectomycorrhization of Acacia mangium, Willd. and Acacia holosericea, A. Cunn. Ex G. Don in Senegal. Impact on plant growth, populations of indigenous symbiotic microorganisms and plant parasitic nematodes. Journal of arid environments, 50(2), 325-332.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia mangium,EcM; others not addressed,,Leho Tedersoo,most species of Acacia s.str. are EcM-AM,Mark Brundrett,misleading report from AM perspective,Laura M. Suz,do not know,,EcM-AM
"Gagnon, J., Langlois, C. G., & Garbaye, J. (1991). Growth and ectomycorrhiza formation of container-grown red oak seedlings as a function of nitrogen fertilization and inoculum type of Laccaria bicolor. Canadian Journal of Forest Research, 21(7), 966-973.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Quercus rubra,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Giri, B., Kapoor, R., Agarwal, L., & Mukerji, K. G. (2004). Preinoculation with arbuscular mycorrhizae helps Acacia auriculiformis grow in degraded Indian wasteland soil. Communications in soil science and plant analysis, 35(1-2), 193-204.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia auriculiformis,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),,,,,,EcM-AM
"Habte, M., & Soedarjo, M. (1996). Response of Acacia mangium to vesicular–arbuscular mycorrhizal inoculation, soil pH, and soil P concentration in an oxisol. Canadian journal of botany, 74(2), 155-161.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia mangium,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),,,,,,EcM-AM
"Landhäusser, S. M., Muhsin, T. M., & Zwiazek, J. J. (2002). The effect of ectomycorrhizae on water relations in aspen (Populus tremuloides) and white spruce (Picea glauca) at low soil temperatures. Canadian journal of botany, 80(6), 684-689.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Populus tremuloides,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Lux, H. B., & Cumming, J. R. (2001). Mycorrhizae confer aluminum resistance to tulip-poplar seedlings. Canadian Journal of Forest Research, 31(4), 694-702.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Liriodendron tulipifera,AM; others not addressed,,,,,,,,,AM
"Muthukumar, T., Sha, L., Yang, X., Cao, M., Tang, J., & Zheng, Z. (2003). Mycorrhiza of plants in different vegetation types in tropical ecosystems of Xishuangbanna, southwest China. Mycorrhiza, 13(6), 289-297.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Allophylus cobbe,AM; others not addressed,,,,,,,,,AM
"Muthukumar, T., Sha, L., Yang, X., Cao, M., Tang, J., & Zheng, Z. (2003). Mycorrhiza of plants in different vegetation types in tropical ecosystems of Xishuangbanna, southwest China. Mycorrhiza, 13(6), 289-297.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Gironniera subaequalis,non-mycorrhizal (checked for all types),,,,,,,,,AM
"Muthukumar, T., Sha, L., Yang, X., Cao, M., Tang, J., & Zheng, Z. (2003). Mycorrhiza of plants in different vegetation types in tropical ecosystems of Xishuangbanna, southwest China. Mycorrhiza, 13(6), 289-297.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Goniothalamus griffithii,AM; others not addressed,,,,,,,,,AM
"Muthukumar, T., Sha, L., Yang, X., Cao, M., Tang, J., & Zheng, Z. (2003). Mycorrhiza of plants in different vegetation types in tropical ecosystems of Xishuangbanna, southwest China. Mycorrhiza, 13(6), 289-297.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Ocotea lancifolia,AM; others not addressed,,,,,,,,,AM
"Neville, J., Tessier, J. L., Morrison, I., Scarratt, J., Canning, B., & Klironomos, J. N. (2002). Soil depth distribution of ecto-and arbuscular mycorrhizal fungi associated with Populus tremuloides within a 3-year-old boreal forest clear-cut. Applied Soil Ecology, 19(3), 209-216.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Populus tremuloides,"EcM,AM",,,,,,Laura M. Suz,ok,,EcM-AM
"O'Neill, E. G., Luxmoore, R. J., & Norby, R. J. (1987). Increases in mycorrhizal colonization and seedling growth in Pinus echinata and Quercus alba in an enriched CO2 atmosphere. Canadian Journal of Forest Research, 17(8), 878-883.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Quercus alba,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Pirazzi, R., Rea, E., & Bragaloni, M. (1999). Improvement of micronutrient uptake of valuable broadleaves in interaction with Glomus mosseae. Geomicrobiology Journal, 16(1), 79-84.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acer pseudoplatanus,AM; others not addressed,,,,,,,,,AM
"Pirazzi, R., Rea, E., & Bragaloni, M. (1999). Improvement of micronutrient uptake of valuable broadleaves in interaction with Glomus mosseae. Geomicrobiology Journal, 16(1), 79-84.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Fraxinus excelsior,AM; others not addressed,,,,,,,,,AM
"Pirazzi, R., Rea, E., & Bragaloni, M. (1999). Improvement of micronutrient uptake of valuable broadleaves in interaction with Glomus mosseae. Geomicrobiology Journal, 16(1), 79-84.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Juglans nigra,AM; others not addressed,,,,,,,,,AM
"Pregitzer, K. S., DeForest, J. L., Burton, A. J., Allen, M. F., Ruess, R. W., & Hendrick, R. L. (2002). Fine root architecture of nine North American trees. Ecological Monographs, 72(2), 293-309.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acer saccharum,AM; others not addressed,,,,,,,,,AM
"Pregitzer, K. S., DeForest, J. L., Burton, A. J., Allen, M. F., Ruess, R. W., & Hendrick, R. L. (2002). Fine root architecture of nine North American trees. Ecological Monographs, 72(2), 293-309.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Liriodendron tulipifera,AM; others not addressed,,,,,,,,,AM
"Pregitzer, K. S., DeForest, J. L., Burton, A. J., Allen, M. F., Ruess, R. W., & Hendrick, R. L. (2002). Fine root architecture of nine North American trees. Ecological Monographs, 72(2), 293-309.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Quercus alba,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Santos, V. L. D., Muchovej, R. M., Borges, A. C., Neves, J. C. L., & Kasuya, M. C. M. (2001). Vesicular-arbuscular-/ecto-mycorrhiza succession in seedlings of. Eucalyptus spp. Brazilian Journal of Microbiology, 32(2), 81-86.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Eucalyptus urophylla,"EcM,AM",,,,,,Laura M. Suz,ok,,EcM-AM
"Schiavo, J. A., & Martins, M. A. (2003). Produção de mudas de acácia colonizadas com micorrizas e rizóbio em diferentes recipientes. Pesquisa Agropecuária Brasileira, 38(2), 173-178.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acacia mangium,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),,,,,,EcM-AM
"Selosse, M. A., Bauer, R., & Moyersoen, B. (2002). Basal hymenomycetes belonging to the Sebacinaceae are ectomycorrhizal on temperate deciduous trees. New Phytologist, 155(1), 183-195.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Carpinus betulus,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Selosse, M. A., Bauer, R., & Moyersoen, B. (2002). Basal hymenomycetes belonging to the Sebacinaceae are ectomycorrhizal on temperate deciduous trees. New Phytologist, 155(1), 183-195.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Verkade, S. D. (1991). Efficacy of six VAM fungi with containerized Acer platanoides. Scientia horticulturae, 48(1-2), 125-129.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acer platanoides,AM; others not addressed,,,,,,,,,AM
"Weber, G., & Claus, M. (2000). The influence of chemical soil factors on the development of VA mycorrhizas of ash (Fraxinus excelsior L.) and sycamore (Acer pseudoplatanus L.) in pot experiments. Journal of Plant Nutrition and Soil Science, 163(6), 609-616.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Acer pseudoplatanus,AM; others not addressed,,,,,,,,,AM
"Weber, G., & Claus, M. (2000). The influence of chemical soil factors on the development of VA mycorrhizas of ash (Fraxinus excelsior L.) and sycamore (Acer pseudoplatanus L.) in pot experiments. Journal of Plant Nutrition and Soil Science, 163(6), 609-616.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Fraxinus excelsior,AM; others not addressed,,,,,,,,,AM
"Wu, B., Nara, K., & Hogetsu, T. (1999). Competition between ectomycorrhizal fungi colonizing Pinus densiflora. Mycorrhiza, 9(3), 151-159.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Pinus tabuliformis,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Wu, B., Watanabe, I., Hayatsu, M., & Nioh, I. (1999). Effect of ectomycorrhizae on the growth and uptake and transport of 15N-labeled compounds by Pinus tabulaeformis seedlings under water-stressed conditions. Biology and fertility of soils, 28(2), 136-138.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",,,Pinus tabuliformis,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Zhao, Z. W., Xia, Y. M., Qin, X. Z., Li, X. W., Cheng, L. Z., Sha, T., & Wang, G. H. (2001). Arbuscular mycorrhizal status of plants and the spore density of arbuscular mycorrhizal fungi in the tropical rain forest of Xishuangbanna, southwest China. Mycorrhiza, 11(3), 159-162.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",natural,forest: tropical broadleaf forest biome,Acronychia pedunculata,AM; others not addressed,,,,,,,,,AM
"Zhao, Z. W., Xia, Y. M., Qin, X. Z., Li, X. W., Cheng, L. Z., Sha, T., & Wang, G. H. (2001). Arbuscular mycorrhizal status of plants and the spore density of arbuscular mycorrhizal fungi in the tropical rain forest of Xishuangbanna, southwest China. Mycorrhiza, 11(3), 159-162.",y,"Wang, B., & Qiu, Y. L. (2006). Phylogenetic distribution and evolution of mycorrhizas in land plants. Mycorrhiza, 16(5), 299-363.",natural,forest: tropical broadleaf forest biome,Allophylus cobbe,non-mycorrhizal (checked for all types),,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM)",,,,,,AM
